index	oiposi	oinega	pname	nname	mrposi	mrnega	mlposi	mlnega	mdposi	mdnega	mtposi	mtnega	mfposi	mfnega	clposi	clnega	ctposi	ctnega	cfposi	cfnega	fbkposi	fbknega	pright	nright
1033	4	21	B1-A2	B1-A1	3.353057199	0	1.747	9.516	1.061	1.529	2.808	11.045	6	6	0.327	NA	5.07	4.056	17	0	0	0	TRUE	TRUE
1034	14	24	B1-A2	B1-A1	1.972386588	0	0.968	3.744	1.294	1.467	2.262	5.211	6	6	0.562	NA	5.07	4.056	10	0	0	0	TRUE	TRUE
1035	30	34	B1-A2	B1-A1	2.366863905	0	13.478	16.381	1.217	1.638	14.695	18.019	6	6	0.312	NA	5.07	4.056	12	0	0	0	TRUE	TRUE
1036	16	5	B2-A1	B2-A2	1.972386588	0	1.045	16.926	1.139	1.326	2.184	18.252	6	6	0.468	NA	5.07	4.056	10	0	0	0	TRUE	TRUE
1037	17	10	B2-A1	B2-A2	1.775147929	0	6.723	1.482	1.342	1.186	8.065	2.668	6	6	0.53	NA	5.07	4.056	9	0	0	0	TRUE	TRUE
1038	20	18	B2-A1	B2-A2	2.169625247	0	0.671	20.296	1.201	2.028	1.872	22.324	6	6	0.405	NA	5.07	4.056	11	0	0	0	TRUE	TRUE
1039	22	29	B2-A1	B2-A2	1.972386588	0	2.278	1.342	0.858	1.076	3.136	2.418	6	6	0.561	NA	5.07	4.056	10	0	0	0	TRUE	TRUE
1040	36	32	B2-A1	B2-A2	2.169625247	0	1.591	3.042	1.357	2.511	2.948	5.553	6	6	0.374	NA	5.07	4.056	11	0	1	0	TRUE	TRUE
1041	6	7	A1-B1	A1-B2	1.972386588	0	1.201	3.9	1.529	1.919	2.73	5.819	6	6	0.421	NA	5.07	4.056	10	0	0	0	TRUE	TRUE
1042	8	9	A1-B1	A1-B2	1.930874686	0	1.201	12.308	1.7	0.92	2.901	13.228	6	6	0.546	NA	5.179	4.056	10	0	1	0	TRUE	TRUE
1043	12	23	A1-B1	A1-B2	2.564102564	0	1.107	1.155	1.217	0.967	2.324	2.122	6	6	0.39	NA	5.07	4.056	13	0	0	0	TRUE	TRUE
1044	27	28	A1-B1	A1-B2	0.986193294	0.246548323	1.965	3.432	1.108	1.201	3.073	4.633	6	6	0.624	3.791	5.07	4.056	5	1	0	0	TRUE	TRUE
1045	39	40	A1-B1	A1-B2	2.310358106	0.493096647	17.488	12.137	1.201	1.95	18.689	14.087	6	6	0.514	3.51	5.194	4.056	12	2	0	0	TRUE	TRUE
1046	25	2	A2-B2	A2-B1	1.183431953	0.986193294	0.952	14.087	1.092	0.92	2.044	15.007	6	6	0.39	0.827	5.07	5.07	6	5	0	0	TRUE	FALSE
1047	26	11	A2-B2	A2-B1	0	2.169625247	0.624	10.467	0.998	0.874	1.622	11.341	6	6	NA	0.39	4.056	5.07	0	11	0	0	FALSE	FALSE
1048	33	15	A2-B2	A2-B1	1.972386588	0	0.733	8.424	1.03	1.232	1.763	9.656	6	6	0.437	NA	5.07	4.056	10	0	0	0	TRUE	TRUE
1049	37	31	A2-B2	A2-B1	1.972386588	0	1.108	5.257	0.873	1.123	1.981	6.38	6	6	0.53	NA	5.07	4.056	10	0	0	0	TRUE	TRUE
1050	38	35	A2-B2	A2-B1	2.564102564	0.788954635	10.499	1.248	1.794	0.983	12.293	2.231	6	6	0.593	0.374	5.07	5.07	13	4	1	0	TRUE	FALSE
1051	1	13	B1-A2	B1-A1	2.761341223	0	0.733	8.424	1.248	0.952	1.981	9.376	6	6	0.452	NA	5.07	4.056	14	0	0	0	TRUE	TRUE
1052	3	19	B1-A2	B1-A1	1.57790927	0.986193294	1.42	1.061	2.34	1.108	3.76	2.169	6	6	0.327	0.561	5.07	5.07	8	5	3	2	TRUE	FALSE
1053	4	21	B1-A2	B1-A1	1.972386588	0	6.692	4.041	1.95	1.716	8.642	5.757	6	6	0.484	NA	5.07	4.072	10	0	0	2	TRUE	TRUE
1054	14	24	B1-A2	B1-A1	2.472893285	0	1.123	1.092	1.389	2.589	2.512	3.681	6	6	0.436	NA	5.257	4.056	13	0	0	4	TRUE	TRUE
1055	30	34	B1-A2	B1-A1	1.183431953	0.986193294	1.341	16.208	1.123	1.342	2.464	17.55	6	6	0.406	1.123	5.07	5.07	6	5	0	0	TRUE	FALSE
1056	16	5	B2-A1	B2-A2	2.169625247	0	1.513	17.831	1.217	0.842	2.73	18.673	6	6	0.406	NA	5.07	4.056	11	0	0	0	TRUE	TRUE
1057	17	10	B2-A1	B2-A2	1.57790927	0.246548323	22.464	0.702	1.576	2.231	24.04	2.933	6	6	0.374	0.39	5.07	4.056	8	1	5	0	TRUE	TRUE
1058	20	18	B2-A1	B2-A2	1.380670611	0	5.32	13.76	1.56	1.092	6.88	14.852	6	6	0.53	NA	5.07	4.056	7	0	0	1	TRUE	TRUE
1059	22	29	B2-A1	B2-A2	1.183431953	0.788954635	1.123	9.937	1.263	0.999	2.386	10.936	6	6	0.421	0.734	5.07	5.07	6	4	0	0	TRUE	FALSE
1060	36	32	B2-A1	B2-A2	0.788954635	0	2.013	0.873	1.139	1.482	3.152	2.355	6	6	0.609	NA	5.07	4.056	4	0	3	1	TRUE	TRUE
1061	2	10	A1-B1	A1-B2	3.353057199	1.183431953	1.326	1.466	1.357	1.327	2.683	2.793	6	6	0.359	0.39	5.07	5.07	17	6	0	0	TRUE	FALSE
1062	18	14	A1-B1	A1-B2	1.57790927	0	20.717	7.332	1.575	1.014	22.292	8.346	6	6	0.39	NA	5.07	4.056	8	0	0	0	TRUE	TRUE
1063	26	22	A1-B1	A1-B2	1.57790927	1.380670611	1.513	16.037	1.123	1.139	2.636	17.176	6	6	0.343	0.593	5.07	5.07	8	7	0	0	TRUE	FALSE
1064	32	36	A1-B1	A1-B2	1.57790927	1.775147929	1.014	2.356	1.295	1.404	2.309	3.76	6	6	0.639	0.421	5.07	5.07	8	9	2	0	TRUE	FALSE
1065	37	38	A1-B1	A1-B2	1.972386588	0.493096647	1.7	1.372	1.841	1.701	3.541	3.073	6	6	0.405	0.78	5.07	4.056	10	2	0	0	TRUE	TRUE
1066	3	23	A2-B2	A2-B1	2.169625247	0.493096647	13.697	7.348	1.638	1.263	15.335	8.611	6	6	0.67	0.358	5.07	4.056	11	2	1	0	TRUE	TRUE
1067	7	30	A2-B2	A2-B1	2.366863905	0	16.66	1.232	1.046	1.435	17.706	2.667	6	6	0.39	NA	5.07	4.056	12	0	0	0	TRUE	TRUE
1068	8	34	A2-B2	A2-B1	2.564102564	1.57790927	8.409	1.154	1.216	1.436	9.625	2.59	6	6	0.39	0.297	5.07	5.07	13	8	0	2	TRUE	FALSE
1069	16	39	A2-B2	A2-B1	2.958579882	0.246548323	29.032	1.544	1.653	0.936	30.685	2.48	6	6	0.452	0.546	5.07	4.056	15	1	1	0	TRUE	TRUE
1070	27	40	A2-B2	A2-B1	1.972386588	0.986193294	1.326	1.42	1.217	1.17	2.543	2.59	6	6	0.405	0.327	5.07	5.07	10	5	3	0	TRUE	FALSE
1071	4	1	B1-A2	B1-A1	2.905287623	2.564102564	17.129	0.749	0.983	1.388	18.112	2.137	6	6	0.343	0.578	5.163	5.07	15	13	0	1	TRUE	FALSE
1072	6	19	B1-A2	B1-A1	2.564102564	0.246548323	1.248	38.797	1.856	1.311	3.104	40.108	6	6	0.406	0.374	5.07	4.056	13	1	0	0	TRUE	TRUE
1073	11	25	B1-A2	B1-A1	2.169625247	1.183431953	1.107	12.698	1.763	1.888	2.87	14.586	6	6	0.359	0.436	5.07	5.07	11	6	0	1	TRUE	FALSE
1074	13	28	B1-A2	B1-A1	2.169625247	0.246548323	1.154	9.032	1.451	1.014	2.605	10.046	6	6	0.296	0.421	5.07	4.056	11	1	1	0	TRUE	TRUE
1075	20	35	B1-A2	B1-A1	0	0.986193294	4.649	1.623	2.012	1.56	6.661	3.183	6	6	NA	0.312	4.056	5.07	0	5	4	1	FALSE	FALSE
1076	15	5	B2-A1	B2-A2	2.169625247	0.493096647	0.999	25.428	2.106	1.295	3.105	26.723	6	6	0.422	0.421	5.07	4.056	11	2	0	0	TRUE	TRUE
1077	17	9	B2-A1	B2-A2	1.775147929	0	25.054	8.689	1.279	2.012	26.333	10.701	6	6	0.452	NA	5.07	4.056	9	0	0	0	TRUE	TRUE
1078	21	12	B2-A1	B2-A2	2.366863905	0	1.123	10.406	1.155	2.043	2.278	12.449	6	6	0.405	NA	5.07	4.056	12	0	2	0	TRUE	TRUE
1079	24	29	B2-A1	B2-A2	2.169625247	1.57790927	1.014	1.014	1.342	1.669	2.356	2.683	6	6	0.296	0.343	5.07	5.07	11	8	0	2	TRUE	FALSE
1080	31	33	B2-A1	B2-A2	1.57790927	0.986193294	1.201	0.749	2.215	1.03	3.416	1.779	6	6	0.375	0.687	5.07	5.07	8	5	2	1	TRUE	FALSE
1081	6	2	A1-B1	A1-B2	2.761341223	1.577598107	2.356	1.107	1.825	0.843	4.181	1.95	6	6	0.312	0.375	5.07	5.071	14	8	1	0	TRUE	FALSE
1082	10	14	A1-B1	A1-B2	2.366863905	1.380670611	6.568	0.921	1.419	1.263	7.987	2.184	6	6	0.421	0.515	5.07	5.07	12	7	0	0	TRUE	FALSE
1083	31	15	A1-B1	A1-B2	1.57790927	1.380670611	1.248	3.666	1.591	0.702	2.839	4.368	6	6	0.281	0.327	5.07	5.07	8	7	3	0	TRUE	FALSE
1084	34	23	A1-B1	A1-B2	2.564102564	0.986193294	1.107	2.605	1.716	1.123	2.823	3.728	6	6	0.484	0.405	5.07	5.07	13	5	1	1	TRUE	FALSE
1085	38	36	A1-B1	A1-B2	1.57790927	0.986193294	1.185	1.872	1.217	1.623	2.402	3.495	6	6	0.749	0.405	5.07	5.07	8	5	2	0	TRUE	FALSE
1086	1	4	A2-B2	A2-B1	1.183431953	0.493096647	3.744	6.412	1.606	1.638	5.35	8.05	6	6	0.39	0.327	5.07	4.056	6	2	0	0	TRUE	TRUE
1087	16	12	A2-B2	A2-B1	1.775147929	0.986193294	1.092	1.077	1.514	1.529	2.606	2.606	6	6	0.437	0.312	5.07	5.07	9	5	1	0	TRUE	FALSE
1088	25	19	A2-B2	A2-B1	2.896312029	2.169625247	6.973	1.17	0.889	1.185	7.862	2.355	6	6	0.328	0.265	5.179	5.07	15	11	0	2	TRUE	FALSE
1089	28	20	A2-B2	A2-B1	1.775147929	1.380670611	4.461	1.622	1.233	1.248	5.694	2.87	6	6	0.39	0.405	5.07	5.07	9	7	4	0	TRUE	FALSE
1090	32	33	A2-B2	A2-B1	1.775147929	1.380670611	0.842	1.716	1.248	1.326	2.09	3.042	6	6	0.39	0.561	5.07	5.07	9	7	0	0	TRUE	FALSE
1091	3	18	B1-A2	B1-A1	2.366863905	1.183431953	2.215	1.232	1.029	1.7	3.244	2.932	6	6	0.296	0.296	5.07	5.07	12	6	1	3	TRUE	FALSE
1092	9	21	B1-A2	B1-A1	2.761341223	1.380670611	1.294	5.164	1.061	0.92	2.355	6.084	6	6	0.312	0.25	5.07	5.07	14	7	0	0	TRUE	FALSE
1093	13	30	B1-A2	B1-A1	1.775147929	0	1.389	2.496	1.56	0.92	2.949	3.416	6	6	0.39	NA	5.07	4.056	9	0	2	1	TRUE	TRUE
1094	24	39	B1-A2	B1-A1	2.761341223	0.246548323	0.655	1.326	1.263	0.717	1.918	2.043	6	6	0.359	1.997	5.07	4.056	14	1	1	1	TRUE	TRUE
1095	29	40	B1-A2	B1-A1	1.972386588	0.986193294	1.419	0.671	1.514	1.092	2.933	1.763	6	6	0.328	0.468	5.07	5.07	10	5	2	2	TRUE	FALSE
1096	5	8	B2-A1	B2-A2	1.380670611	0	1.232	5.148	1.95	0.92	3.182	6.068	6	6	0.39	NA	5.07	4.056	7	0	4	0	TRUE	TRUE
1097	7	11	B2-A1	B2-A2	1.775147929	0	3.229	9.204	1.045	1.061	4.274	10.265	6	6	0.671	NA	5.07	4.056	9	0	2	0	TRUE	TRUE
1098	17	26	B2-A1	B2-A2	0.493096647	0	1.357	6.864	1.17	1.279	2.527	8.143	6	6	0.92	NA	4.056	4.056	2	0	0	0	FALSE	TRUE
1099	22	35	B2-A1	B2-A2	2.169625247	0.788954635	1.155	5.039	1.029	0.905	2.184	5.944	6	6	0.265	0.53	5.07	5.07	11	4	2	0	TRUE	FALSE
1100	27	37	B2-A1	B2-A2	2.282236592	0.788954635	1.279	1.84	1.217	1.545	2.496	3.385	6	6	0.422	0.499	5.258	5.07	12	4	0	0	TRUE	FALSE
1101	6	18	A1-B1	A1-B2	1.972386588	0.493096647	7.067	1.404	1.576	1.373	8.643	2.777	6	6	0.405	0.39	5.07	4.056	10	2	2	0	TRUE	TRUE
1102	9	27	A1-B1	A1-B2	1.972386588	1.775147929	1.341	1.576	1.576	1.123	2.917	2.699	6	6	0.312	0.358	5.07	5.07	10	9	1	0	TRUE	FALSE
1103	17	29	A1-B1	A1-B2	1.380670611	1.183431953	5.429	1.295	1.388	1.076	6.817	2.371	6	6	0.39	0.343	5.07	5.07	7	6	6	1	TRUE	FALSE
1104	25	31	A1-B1	A1-B2	1.775147929	0.493096647	1.372	3.058	1.311	0.811	2.683	3.869	6	6	0.327	0.374	5.07	4.056	9	2	2	0	TRUE	TRUE
1105	35	32	A1-B1	A1-B2	2.35941801	0.246548323	6.88	1.311	1.138	1.996	8.018	3.307	6	6	0.328	0.422	5.086	4.056	12	1	2	0	TRUE	TRUE
1106	1	8	A2-B2	A2-B1	0.788799053	1.380670611	18.736	0.624	1.061	1.388	19.797	2.012	6	6	0.546	0.359	5.071	5.07	4	7	1	0	TRUE	FALSE
1107	3	24	A2-B2	A2-B1	0.591715976	0.492975105	24.367	7.394	1.357	1.342	25.724	8.736	6	6	0.374	0.39	5.07	4.057	3	2	0	1	TRUE	TRUE
1108	5	26	A2-B2	A2-B1	1.775147929	1.380670611	1.56	4.945	1.451	1.076	3.011	6.021	6	6	0.358	0.405	5.07	5.07	9	7	1	1	TRUE	FALSE
1109	7	28	A2-B2	A2-B1	0.986193294	1.183431953	0.484	1.684	1.014	1.311	1.498	2.995	6	6	0.453	0.234	5.07	5.07	5	6	0	0	TRUE	FALSE
1110	16	38	A2-B2	A2-B1	1.57790927	0.788954635	0.889	0.78	1.732	1.809	2.621	2.589	6	6	0.39	0.359	5.07	5.07	8	4	7	0	TRUE	FALSE
1111	11	10	B1-A2	B1-A1	2.761341223	0.788954635	13.9	7.987	0.811	1.857	14.711	9.844	6	6	0.374	0.265	5.07	5.07	14	4	0	1	TRUE	FALSE
1112	19	13	B1-A2	B1-A1	1.380670611	1.183431953	1.061	2.48	1.544	0.952	2.605	3.432	6	6	0.28	0.312	5.07	5.07	7	6	3	0	TRUE	FALSE
1113	21	20	B1-A2	B1-A1	1.380670611	1.183431953	1.139	5.023	1.825	1.17	2.964	6.193	6	6	0.265	0.312	5.07	5.07	7	6	1	0	TRUE	FALSE
1114	30	33	B1-A2	B1-A1	1.936858416	1.57790927	1.264	0.624	1.95	0.968	3.214	1.592	6	6	0.358	0.359	5.163	5.07	10	8	0	0	TRUE	FALSE
1115	34	36	B1-A2	B1-A1	2.169625247	0.493096647	1.03	5.756	1.466	1.607	2.496	7.363	6	6	0.28	0.343	5.07	4.056	11	2	0	1	TRUE	TRUE
1116	2	4	B2-A1	B2-A2	1.380670611	0.246548323	19.859	20.436	0.858	1.466	20.717	21.902	6	6	0.375	0.359	5.07	4.056	7	1	0	1	TRUE	TRUE
1117	12	14	B2-A1	B2-A2	1.57790927	1.775147929	15.241	2.792	0.811	1.295	16.052	4.087	6	6	0.375	0.312	5.07	5.07	8	9	0	0	TRUE	FALSE
1118	15	22	B2-A1	B2-A2	1.57790927	0.986193294	1.373	0.718	1.295	1.341	2.668	2.059	6	6	0.343	0.359	5.07	5.07	8	5	3	0	TRUE	FALSE
1119	23	37	B2-A1	B2-A2	2.366863905	0.246548323	1.607	1.591	1.373	1.108	2.98	2.699	6	6	0.436	0.39	5.07	4.056	12	1	0	0	TRUE	TRUE
1120	39	40	B2-A1	B2-A2	2.331002331	0.591715976	1.451	6.193	0.811	1.061	2.262	7.254	6	6	0.312	0.343	5.148	5.07	12	3	2	1	TRUE	FALSE
1121	1	4	A1-B1	A1-B2	1.77479787	0.493096647	0.53	80.793	1.202	1.498	1.732	82.291	6	6	0.562	0.64	5.071	4.056	9	2	5	0	TRUE	TRUE
1122	2	6	A1-B1	A1-B2	1.183431953	0.788954635	29.406	23.322	1.311	1.451	30.717	24.773	6	6	0.25	0.359	5.07	5.07	6	4	0	0	TRUE	FALSE
1123	8	17	A1-B1	A1-B2	2.169625247	0	1.326	6.209	1.81	1.716	3.136	7.925	6	6	0.468	NA	5.07	4.056	11	0	1	0	TRUE	TRUE
1124	25	22	A1-B1	A1-B2	1.57790927	0.246548323	1.7	10.811	1.872	2.808	3.572	13.619	6	6	0.328	0.359	5.07	4.056	8	1	0	0	TRUE	TRUE
1125	36	29	A1-B1	A1-B2	1.775147929	0.246548323	1.046	2.23	1.31	1.28	2.356	3.51	6	6	0.359	0.359	5.07	4.056	9	1	0	0	TRUE	TRUE
1126	9	13	A2-B2	A2-B1	2.564102564	0.246548323	5.913	20.811	1.092	0.78	7.005	21.591	6	6	0.39	0.39	5.07	4.056	13	1	0	0	TRUE	TRUE
1127	15	24	A2-B2	A2-B1	2.310358106	0	0.952	23.463	1.981	0.92	2.933	24.383	6	6	0.452	NA	5.194	4.056	12	0	2	1	TRUE	TRUE
1128	19	27	A2-B2	A2-B1	2.958579882	0.493096647	2.278	1.201	1.326	1.592	3.604	2.793	6	6	0.358	0.25	5.07	4.056	15	2	1	0	TRUE	TRUE
1129	31	30	A2-B2	A2-B1	1.57790927	1.57790927	3.386	0.936	1.622	1.575	5.008	2.511	6	6	0.374	0.468	5.07	5.07	8	8	4	0	TRUE	FALSE
1130	40	38	A2-B2	A2-B1	2.169625247	0.493096647	1.42	0.827	1.138	0.952	2.558	1.779	6	6	0.483	0.297	5.07	4.056	11	2	0	0	TRUE	TRUE
1131	3	7	B1-A2	B1-A1	1.972386588	0	1.529	2.309	0.998	2.246	2.527	4.555	6	6	0.406	NA	5.07	4.056	10	0	1	0	TRUE	TRUE
1132	12	14	B1-A2	B1-A1	3.550295858	0.246548323	4.758	1.482	1.061	1.248	5.819	2.73	6	6	0.203	0.296	5.07	4.056	18	1	0	0	TRUE	TRUE
1133	20	18	B1-A2	B1-A1	2.366863905	0.246548323	15.303	1.294	1.935	1.311	17.238	2.605	6	6	0.374	0.312	5.07	4.056	12	1	0	0	TRUE	TRUE
1134	23	34	B1-A2	B1-A1	2.564102564	0	3.323	3.074	0.967	1.981	4.29	5.055	6	6	0.343	NA	5.07	4.056	13	0	0	0	TRUE	TRUE
1135	28	39	B1-A2	B1-A1	2.366863905	0.986193294	1.233	1.341	1.575	0.734	2.808	2.075	6	6	0.749	0.468	5.07	5.07	12	5	1	0	TRUE	FALSE
1136	10	5	B2-A1	B2-A2	1.737451737	0	23.4	19.095	1.311	1.185	24.711	20.28	6	6	0.5	NA	5.18	4.056	9	0	2	0	TRUE	TRUE
1137	16	11	B2-A1	B2-A2	2.169625247	0	9.235	9.672	1.311	1.185	10.546	10.857	6	6	0.374	NA	5.07	4.056	11	0	2	0	TRUE	TRUE
1138	21	26	B2-A1	B2-A2	1.972386588	0.788954635	11.341	1.685	1.295	1.762	12.636	3.447	6	6	0.452	0.375	5.07	5.07	10	4	3	0	TRUE	FALSE
1139	33	32	B2-A1	B2-A2	1.972386588	0.591715976	1.248	2.418	2.496	1.451	3.744	3.869	6	6	0.343	0.344	5.07	5.07	10	3	2	1	TRUE	FALSE
1140	35	37	B2-A1	B2-A2	1.972386588	0	2.168	10.842	1.857	1.388	4.025	12.23	6	6	0.359	NA	5.07	4.056	10	0	4	1	TRUE	TRUE
1141	19	3	A1-B1	A1-B2	1.972386588	0	0.952	5.897	1.201	1.544	2.153	7.441	6	6	0.312	NA	5.07	4.056	10	0	1	0	TRUE	TRUE
1142	22	8	A1-B1	A1-B2	2.169625247	0.788954635	7.581	1.029	0.827	0.827	8.408	1.856	6	6	0.406	0.281	5.07	5.07	11	4	2	0	TRUE	FALSE
1143	24	16	A1-B1	A1-B2	2.564102564	1.57790927	1.965	15.21	1.95	0.795	3.915	16.005	6	6	0.297	0.436	5.07	5.07	13	8	2	0	TRUE	FALSE
1144	33	18	A1-B1	A1-B2	2.958579882	1.57790927	8.315	0.967	0.998	1.31	9.313	2.277	6	6	0.686	0.421	5.07	5.07	15	8	0	0	TRUE	FALSE
1145	38	23	A1-B1	A1-B2	2.169625247	0.986193294	3.963	17.394	0.982	1.294	4.945	18.688	6	6	0.406	0.328	5.07	5.07	11	5	3	1	TRUE	FALSE
1146	1	17	A2-B2	A2-B1	1.57790927	0.591715976	0.608	1.357	1.357	1.061	1.965	2.418	6	6	0.328	0.296	5.07	5.07	8	3	5	2	TRUE	FALSE
1147	2	27	A2-B2	A2-B1	1.775147929	1.380670611	3.619	0.827	2.371	0.92	5.99	1.747	6	6	0.421	0.452	5.07	5.07	9	7	2	0	TRUE	FALSE
1148	9	30	A2-B2	A2-B1	2.940599882	0	0.936	7.769	1.139	0.952	2.075	8.721	6	6	0.265	NA	5.101	4.056	15	0	0	0	TRUE	TRUE
1149	12	34	A2-B2	A2-B1	2.169625247	0.246548323	10.155	30.67	0.999	1.31	11.154	31.98	6	6	0.436	0.577	5.07	4.056	11	1	4	0	TRUE	TRUE
1150	14	40	A2-B2	A2-B1	2.331002331	0.788954635	1.794	13.604	1.856	1.388	3.65	14.992	6	6	0.328	0.281	5.148	5.07	12	4	3	1	TRUE	FALSE
1151	6	4	B1-A2	B1-A1	1.972386588	0.246548323	1.389	1.045	1.029	1.529	2.418	2.574	6	6	0.281	0.343	5.07	4.056	10	1	2	1	TRUE	TRUE
1152	15	13	B1-A2	B1-A1	2.366863905	0.246548323	4.774	14.134	1.497	1.201	6.271	15.335	6	6	0.593	0.281	5.07	4.056	12	1	2	0	TRUE	TRUE
1153	28	25	B1-A2	B1-A1	0.788954635	0	0.826	1.404	1.202	1.794	2.028	3.198	6	6	0.453	NA	5.07	4.056	4	0	4	0	TRUE	TRUE
1154	37	26	B1-A2	B1-A1	2.564102564	1.57790927	0.874	1.389	1.809	1.17	2.683	2.559	6	6	0.328	0.421	5.07	5.07	13	8	1	0	TRUE	FALSE
1155	39	35	B1-A2	B1-A1	2.761341223	0.591715976	9.188	1.31	1.623	1.95	10.811	3.26	6	6	0.358	0.296	5.07	5.07	14	3	0	0	TRUE	FALSE
1156	11	5	B2-A1	B2-A2	1.972386588	0.591715976	1.357	3.12	0.998	1.435	2.355	4.555	6	6	0.327	0.312	5.07	5.07	10	3	3	1	TRUE	FALSE
1157	21	7	B2-A1	B2-A2	2.169625247	0	0.811	10.826	1.513	2.137	2.324	12.963	6	6	0.483	NA	5.07	4.056	11	0	2	0	TRUE	TRUE
1158	29	10	B2-A1	B2-A2	2.761341223	0.246548323	0.671	8.923	1.653	1.154	2.324	10.077	6	6	0.343	0.343	5.07	4.056	14	1	3	0	TRUE	TRUE
1159	32	20	B2-A1	B2-A2	3.353057199	0.493096647	1.263	1.014	1.186	1.092	2.449	2.106	6	6	0.249	0.281	5.07	4.056	17	2	0	0	TRUE	TRUE
1160	36	31	B2-A1	B2-A2	1.57790927	0.493096647	2.995	5.507	0.812	1.482	3.807	6.989	6	6	0.624	0.312	5.07	4.056	8	2	0	0	TRUE	TRUE
1161	11	2	A1-B1	A1-B2	1.57790927	0.246548323	7.66	7.691	1.466	1.545	9.126	9.236	6	6	0.53	0.358	5.07	4.056	8	1	1	0	TRUE	TRUE
1162	14	12	A1-B1	A1-B2	0.493096647	0	8.705	9.594	1.294	1.264	9.999	10.858	6	6	0.468	NA	4.056	4.056	2	0	0	0	FALSE	TRUE
1163	21	35	A1-B1	A1-B2	0	0	4.976	8.767	1.841	1.56	6.817	10.327	6	6	NA	NA	4.056	4.056	0	0	2	0	FALSE	TRUE
1164	28	39	A1-B1	A1-B2	1.972386588	0	1.108	3.791	1.497	1.092	2.605	4.883	6	6	0.281	NA	5.07	4.056	10	0	0	0	TRUE	TRUE
1165	37	40	A1-B1	A1-B2	1.972386588	0.788954635	0.952	0.968	0.998	1.357	1.95	2.325	6	6	0.296	0.405	5.07	5.07	10	4	2	0	TRUE	FALSE
1166	13	5	A2-B2	A2-B1	2.761341223	0.246548323	1.046	6.412	1.419	0.951	2.465	7.363	6	6	0.312	0.437	5.07	4.056	14	1	0	0	TRUE	TRUE
1167	17	25	A2-B2	A2-B1	2.169625247	1.972386588	8.736	1.966	0.951	1.7	9.687	3.666	6	6	0.453	0.358	5.07	5.07	11	10	2	2	TRUE	FALSE
1168	22	27	A2-B2	A2-B1	1.183431953	1.930874686	1.155	0.592	4.82	1.233	5.975	1.825	6	6	0.359	0.312	5.07	5.179	6	10	5	0	TRUE	FALSE
1169	29	30	A2-B2	A2-B1	1.183431953	1.57790927	5.944	1.81	1.731	1.451	7.675	3.261	6	6	0.468	0.468	5.07	5.07	6	8	8	0	TRUE	FALSE
1170	34	32	A2-B2	A2-B1	2.366863905	1.183431953	2.745	1.42	3.027	1.107	5.772	2.527	6	6	0.312	0.343	5.07	5.07	12	6	1	1	TRUE	FALSE
1171	1	6	B1-A2	B1-A1	1.775147929	0.493096647	34.632	0.983	0.827	1.138	35.459	2.121	6	6	0.374	0.327	5.07	4.056	9	2	0	0	TRUE	TRUE
1172	4	9	B1-A2	B1-A1	1.972386588	1.972386588	1.139	1.341	1.638	1.529	2.777	2.87	6	6	0.218	0.343	5.07	5.07	10	10	3	1	TRUE	FALSE
1173	18	15	B1-A2	B1-A1	1.57790927	0.246548323	1.903	2.013	2.699	1.419	4.602	3.432	6	6	0.312	0.468	5.07	4.056	8	1	4	0	TRUE	TRUE
1174	23	19	B1-A2	B1-A1	1.183431953	0.493096647	0.858	4.493	1.497	1.217	2.355	5.71	6	6	0.827	0.468	5.07	4.056	6	2	1	1	TRUE	TRUE
1175	33	31	B1-A2	B1-A1	2.564102564	1.57790927	2.278	1.263	1.154	1.436	3.432	2.699	6	6	0.359	0.437	5.07	5.07	13	8	1	0	TRUE	FALSE
1176	7	3	B2-A1	B2-A2	1.972386588	0.246548323	3.994	3.354	1.731	1.888	5.725	5.242	6	6	0.312	0.265	5.07	4.056	10	1	0	0	TRUE	TRUE
1177	10	8	B2-A1	B2-A2	3.550295858	0.788954635	2.091	10.031	1.201	0.983	3.292	11.014	6	6	0.327	0.359	5.07	5.07	18	4	1	0	TRUE	FALSE
1178	16	24	B2-A1	B2-A2	2.169197397	0.246548323	0.936	2.262	0.936	1.373	1.872	3.635	6	6	0.406	0.327	5.071	4.056	11	1	2	0	TRUE	TRUE
1179	20	26	B2-A1	B2-A2	2.324230099	0.493096647	1.185	0.811	1.81	1.467	2.995	2.278	6	6	0.452	0.327	5.163	4.056	12	2	3	0	TRUE	TRUE
1180	38	36	B2-A1	B2-A2	1.183431953	0.246548323	4.383	1.139	1.638	1.029	6.021	2.168	6	6	0.312	3.198	5.07	4.056	6	1	5	1	TRUE	TRUE
1181	12	7	A1-B1	A1-B2	2.487562189	0.246548323	0.873	8.751	2.59	1.186	3.463	9.937	6	6	0.358	0.296	5.226	4.056	13	1	0	1	TRUE	TRUE
1182	17	8	A1-B1	A1-B2	2.169625247	0	3.089	0.89	0.889	1.466	3.978	2.356	6	6	0.281	NA	5.07	4.056	11	0	1	0	TRUE	TRUE
1183	18	11	A1-B1	A1-B2	1.972386588	0.493096647	7.113	3.385	0.858	1.03	7.971	4.415	6	6	0.328	0.436	5.07	4.056	10	2	1	0	TRUE	TRUE
